0,0.8532,0.8532,0.8532,0.8532,0.8532,
1,0.8532,0.8532,0.8532,0.8532,0.8532,
2,0.8532,0.8532,0.8532,0.8532,0.8532,
3,0.8532,0.8532,0.8532,0.8532,0.8532,
4,0.8532,0.8532,0.8532,0.8532,0.8532,
5,0.8532,0.8532,0.8532,0.8532,0.8532,
6,0.8532,0.8532,0.8532,0.8532,0.8532,
7,0.8532,0.8532,0.8532,0.8532,0.8532,
8,0.8532,0.8532,0.8532,0.8532,0.8532,
9,0.8532,0.8532,0.8532,0.8532,0.8532,
10,0.8532,0.8532,0.8532,0.8532,0.8532,
11,0.8532,0.8532,0.8532,0.8532,0.8532,
12,0.8532,0.8532,0.8532,0.8532,0.8532,
13,0.8532,0.8532,0.8532,0.8532,0.8532,
14,0.8532,0.8532,0.8532,0.8532,0.8532,
15,0.8532,0.8532,0.8532,0.8532,0.8532,
16,0.8532,0.8532,0.8532,0.8532,0.8532,
17,0.8532,0.8532,0.8532,0.8532,0.8532,
18,0.8532,0.8532,0.8532,0.8532,0.8532,
19,0.8532,0.8532,0.8532,0.8532,0.8532,
20,0.8532,0.8532,0.8532,0.8532,0.8532,
21,0.8532,0.8532,0.8532,0.8532,0.8532,
22,0.8532,0.8532,0.8532,0.8532,0.8532,
23,0.8532,0.8532,0.8532,0.8532,0.8532,
24,0.8532,0.8532,0.8532,0.8532,0.8532,
25,0.8532,0.8532,0.8532,0.8532,0.8532,
26,0.8532,0.8532,0.8532,0.8532,0.8532,
27,0.8532,0.8532,0.8532,0.8532,0.8532,
28,0.8532,0.8532,0.8532,0.8532,0.8532,
29,0.8532,0.8532,0.8532,0.8532,0.8532,
30,0.8532,0.8532,0.8532,0.8532,0.8532,
31,0.8532,0.8532,0.8532,0.8532,0.8532,
32,0.8532,0.8532,0.8532,0.8532,0.8532,
33,0.8532,0.8532,0.8532,0.8532,0.8532,
34,0.8532,0.8532,0.8532,0.8532,0.8532,
35,0.8532,0.8532,0.8532,0.8532,0.8532,
36,0.8532,0.8532,0.8532,0.8532,0.8532,
37,0.8532,0.8532,0.8532,0.8532,0.8532,
38,0.8532,0.8532,0.8532,0.8532,0.8532,
39,0.8532,0.8532,0.8532,0.8532,0.8532,
40,0.8532,0.8532,0.8532,0.8532,0.8532,
41,0.8532,0.8532,0.8532,0.8532,0.8532,
42,0.8532,0.8532,0.8532,0.8532,0.8532,
43,0.8532,0.8532,0.8532,0.8532,0.8532,
44,0.8532,0.8532,0.8532,0.8532,0.8532,
45,0.8532,0.8532,0.8532,0.8532,0.8532,
46,0.8532,0.8532,0.8532,0.8532,0.8532,
47,0.8532,0.8532,0.8532,0.8532,0.8532,
48,0.8532,0.8532,0.8532,0.8532,0.8532,
49,0.8532,0.8532,0.8532,0.8532,0.8532,
50,0.8532,0.8532,0.8532,0.8532,0.8532,
51,0.8532,0.8532,0.8532,0.8532,0.8532,
52,0.8532,0.8532,0.8532,0.8532,0.8532,
53,0.8532,0.8532,0.8532,0.8532,0.8532,
54,0.8532,0.8532,0.8532,0.8532,0.8532,
55,0.8532,0.8532,0.8532,0.8532,0.8532,
56,0.8532,0.8532,0.8532,0.8532,0.8532,
57,0.8532,0.8532,0.8532,0.8532,0.8532,
58,0.8532,0.8532,0.8532,0.8532,0.8532,
59,0.8532,0.8532,0.8532,0.8532,0.8532,
60,0.8532,0.8532,0.8532,0.8532,0.8532,
61,0.8532,0.8532,0.8532,0.8532,0.8532,
62,0.8532,0.8532,0.8532,0.8532,0.8532,
63,0.8532,0.8532,0.8532,0.8532,0.8532,
64,0.8532,0.8532,0.8532,0.8532,0.8532,
65,0.8532,0.8532,0.8532,0.8532,0.8532,
66,0.8532,0.8532,0.8532,0.8532,0.8532,
67,0.8532,0.8532,0.8532,0.8532,0.8532,
68,0.8532,0.8532,0.8532,0.8532,0.8532,
69,0.8532,0.8532,0.8532,0.8532,0.8532,
70,0.8532,0.8532,0.8532,0.8532,0.8532,
71,0.8532,0.8532,0.8532,0.8532,0.8532,
72,0.8532,0.8532,0.8532,0.8532,0.8532,
73,0.8532,0.8532,0.8532,0.8532,0.8532,
74,0.8532,0.8532,0.8532,0.8532,0.8532,
75,0.8532,0.8532,0.8532,0.8532,0.8532,
76,0.8532,0.8532,0.8532,0.8532,0.8532,
77,0.8532,0.8532,0.8532,0.8532,0.8532,
78,0.8532,0.8532,0.8532,0.8532,0.8532,
79,0.8532,0.8532,0.8532,0.8532,0.8532,
80,0.8532,0.8532,0.8532,0.8532,0.8532,
81,0.8532,0.8532,0.8532,0.8532,0.8532,
82,0.8532,0.8532,0.8532,0.8532,0.8532,
83,0.8532,0.8532,0.8532,0.8532,0.8532,
84,0.8532,0.8532,0.8532,0.8532,0.8532,
85,0.8532,0.8532,0.8532,0.8532,0.8532,
86,0.8532,0.8532,0.8532,0.8532,0.8532,
87,0.8532,0.8532,0.8532,0.8532,0.8532,
88,0.8532,0.8532,0.8532,0.8532,0.8532,
89,0.8532,0.8532,0.8532,0.8532,0.8532,
90,0.8532,0.8532,0.8532,0.8532,0.8532,
91,0.8532,0.8532,0.8532,0.8532,0.8532,
92,0.8532,0.8532,0.8532,0.8532,0.8532,
93,0.8532,0.8532,0.8532,0.8532,0.8532,
94,0.8532,0.8532,0.8532,0.8532,0.8532,
95,0.8532,0.8532,0.8532,0.8532,0.8532,
96,0.8532,0.8532,0.8532,0.8532,0.8532,
97,0.8532,0.8532,0.8532,0.8532,0.8532,
98,0.8532,0.8532,0.8532,0.8532,0.8532,
99,0.8532,0.8532,0.8532,0.8532,0.8532,
