0,0.8532,0.8532,0.8532,0.8532,0.8532,
1,0.8532,0.8532,0.8532,0.8532,0.8532,
2,0.8532,0.8532,0.8532,0.8532,0.8532,
3,0.8532,0.8532,0.8532,0.8532,0.8532,
4,0.8532,0.8532,0.8532,0.8532,0.8532,
5,0.8532,0.8532,0.8532,0.8532,0.8532,
6,0.8532,0.8532,0.8532,0.8532,0.8532,
7,0.8532,0.8532,0.8532,0.8532,0.8532,
8,0.8532,0.8532,0.8532,0.8532,0.8532,
9,0.8532,0.8532,0.8532,0.8532,0.8532,
10,0.8532,0.8532,0.8532,0.8532,0.8532,
11,0.8532,0.8532,0.8532,0.8532,0.8532,
12,0.8532,0.8532,0.8532,0.8532,0.8532,
13,0.8532,0.8532,0.8532,0.8532,0.8532,
14,0.8532,0.8532,0.8532,0.8532,0.8532,
15,0.8532,0.8532,0.8532,0.8532,0.8532,
16,0.8532,0.8532,0.8532,0.8532,0.8532,
17,0.8532,0.8532,0.8532,0.8532,0.8532,
18,0.8532,0.8532,0.8532,0.8532,0.8532,
19,0.8532,0.8532,0.8532,0.8532,0.8532,
20,0.8532,0.8532,0.8532,0.8532,0.8532,
21,0.8532,0.8532,0.8532,0.8532,0.8532,
22,0.8532,0.8532,0.8532,0.8532,0.8532,
23,0.8532,0.8532,0.8532,0.8532,0.8532,
24,0.8532,0.8532,0.8532,0.8532,0.8532,
